sentence,label
nabilgabol yeh sub aap logo ki dua aur kartoot ka natija hai sorry nabil bhai abu bachao muhim aur bhi problems l,1
rt sunita good morning sweet sweet papa gurmeetramrahim ji plz bless sewa sumiran,1
rt raees bollyhungama iamsrk kitni movie ke sath naam joda ja raha yaar bc kabhi marshal kabhi,0
rt pankajcgupta deepikabhardwaj human civilization ever evolving due three words simon go back,1
srbachchan exactly sir namashkar sir love always huge fan two years old daughter named,1
yadavtejashwi laluyadav great philosopher made coreauge downtrowden poorindian thought,1
rt linaainaafifi istikhara real seek allah gives youre ready might hurt,1
rt srkxpredator sahilahmed abe laudu kise pagal bnara hai saaale ki news ye fan dega terko isse achha ek,0
okay desi street food best ever eaten dehradun ke momos best,1
radiopakistan cjwerleman nazir lord,0
piyushgoyaloffc sal tak intjar karne ke bad bhi hamari mange puri nhi ho saki running staff khush nhi dukhi hai,0
tere jaise hutiya ke paida iss liye hote hai taake tu backchodi karr sakhe din pehle tu narendra modi ji ko,0
nedaiekhalid randi ka bachy sala,0
rt mitokee theskindoctor sherryontopp sabse pehle yeh politician hain ya shayar sala inki puri party ka system,0
himmat mat har rak hausla wo manjar bhi aayega pyase ke paas chal ke khud samundar bhi aayega yu thak har kar na,1
sadafja sumeramushtaq ka matlab mujeh inko zeyada danda nahi dena chahiye warna,1
abe bokichodi mamataofficial ye hindustan tere baap ki jagir nhi ki jai shree ram na bolne de sun mai bjp se,0
smritiirani didi aapne new india ka sapna sakar kar,1
happy bdday tehseenp may god bless,1
jai bheem great news bahujan kumbkarnaas becoz dis happening de kick start art,1
kunalkamra swamy tere haat tu khud ka pakad ke rakh teri aukat sirf chutya pan karna hai apni chaddi,0
matiullahjan gandu muslim gud hindu logo aur maro inko behan chod muslim utho aur maro hindu kutto ko buzdil,0
desh ki badi problem uneducated nahin balki educated hin haikyun ki unho ne kabhi rajniti se jude nahin educate,0
chitraaum mam aap jase best anchors jahan rahoge chanal number,1
rt sjsk congratulations followers sona di deserves much surbhijtweets surbhijyoti,1
jagrukindian akshaym vedpsingh vps bhaiyyajispeaks bhai ab tumne rahul ko vote diya hmne bjp ko diy,0
httweets india ko khola kar diya hamaare chutiya neta log sirf salo ke pass gandi rajneeti karne ke alawa time,0
imvkohli sahi maje hain best wc waiting,1
usafzai mjdawar dafa ho jao haram khoro pakistan tmaray bap ne nai bnaya tum log ezat,0
rt maninder sarna twtsitcom jab criminal wife police station mei ja kar jhute fir complain karti hai police,0
sahusachin hardikpatel rahulgandhi bhai ye saale chutiye hi ye saale randave randi wale hi sabko badam kha,0
narendramodi aadarniy pm ji aapko dobara pm bnane ki bhut bhut badhai meri aapse hath jodkr binti h ki desh,1
sooraj xdd kal unke jyadatar batsman ne apna best bhi nhi diya tha tb ye hal kr diya tha khulle sand ban k,1
haramkhor aam aadmi aadmi,0
sirpareshrawal pyaare chutiya press raval ji aapki bahot respect karta hoonbhen ke pakoday maa ki daal aapne,0
dineshredbull local police ko inform kro chota bacha hai ye bhag nahi skta ye family ke yaha,1
tumhare savarkar ji jail baithkar angrejo ko sorry bol rahe jabki hamare nehru ji ladai ke maidan angr,1
vivekagnihotri yogendrayadav tujhe koi seriously nahi leta ahiro ka naam toh kharab kr hi diya extra attenti,0
allindiabakchod dil khush ho gaya tum bc ka ye haal dekh k hanuman ji tak ko nahi bakshoge toh kaise bachoge mc,0
raqif makh gauravcsawant yahi tu ham kah rahe hai tum allah ke numayende ho tum ko allah ne bheja hai ab jaldi,1
myogiadityanath mujhe sharm mahasus hoti hai ki uttar pradesh bjp ki sarkar hai hame insaf nhi mila mere khet g,0
oneharyanaoffcl socha hi nahi tha aisa bhi hoga sirf rona aur kosna hi h ab tere nasib main everyone,0
heer vy meri jaan need wish k aaj ka din bohat acha rahy aap ka bilky din,1
arvindkejriwal kejriwalsunita msisodia arvind ji apko sharm mehsus nahi hoti har bat k liye ap modi ji ko blame,0
manojtiwarimp bjp delhi bahut badhiya inciative hi bhaiya aapko phir se zabazsttt,1
hotnavee sardanarohit tajinderbagga bjp evm chor aur bevkoof pm murderer,0
rt kiranmishra supriyobabul amodranjan mamataofficial jai shri ram se problem hai jai shri krishn om namah,1
xadeejournalist k b c tim jaise kamino ko saza kab hogi gandi,0
akhileshpsingh narendramodi gdp ho jayega bhi vote modi ko hi denge tere jese ko nahi tum konsa tir,1
news india isko goli maro zaldi varna desh main astirata fail zayega par des droh ki charge laga kar jail,0
shameful act someone pti supporter condemned act nobel lady proven li,0
bjpsoldindia youtube chutiye fir logo ko chutiya bana raha hai fraud saale nakli evm ka dabba dikha kr logo k,0
congratulations new upcoming lucky couples social welfare commettee name bharosha marriage,1
timesnowhindi timesnow shaheedo ka ya unke pariwar ka ktch bhi likhte rhte,1
sairasherazi aik orat ho kar itny galeez bakwas yeh pakistan ki bety ki soch nhi ho sakty tum zaror sider,0
msisodia msisodia vote mila hai bjp ko pura desh pagal nahi ho sakta tum log sirf ghatiya harkat kar sakt,0
ijazulhaq siratomic power k ilawa aap ka sub se great karnama aik elected pmchairman oic ko illegally death pena,0
manikangana jungle jalebi hiii love,1
shame zartaj gul reaction aur ye bhi kehti hai ke kia meri sister director nahi ban sakti se koi ye poch,0
xainkk ali muhammadpti allah kare sare ptm wale kutte ki maut marein aur tum logon ke perchay rone wala bhi koi,0
rt vishalrc write paid fake article money ye bachcho vaali harkate na bachpan mai achhi lagti,0
congres party aur gaddar malya ka conection prove karne ki jarorat hi nahi hai malya gadar tuo congress mp tha mod,0
lambaalka ye log hi desh ko chalayege alka ji kyo ab enki sarkar jo man aayega hi,0
abhijeet du narendramodi bjp india yes bhi yahi feku america ke news,0
aajtak ab didi ke dao kuch bacha nahi hai kop bhawan ish liye hain ki jishe chor aur thappad marne ko kah r,0
jahil patwari khud video banai awaam tak tu nikal nahi rahi thee khof se masha allah main sahib ko na sirf macka,0
rt sdarijitian palakmuchhal soorajbarjatya beingsalmankhan sonamakapoor irshad kamil rajshri tseries,1
hiiiii think became mutuals month happy u followed back lol love tw,1
theskindoctor neel bhai aapko janamdiwas ki haardik badhaiyan bhagwan aapko sehatmand rakhe aur aapke k,1
tajinderbagga shefvaidya sherryontopp paji ye siddhu na sardar hai na asardar hai ye,0
schaudharyinc deepamishra modi chori kiya hei sala sovi e v vvpet machin vote kiya huwa list sob mill,0
sidhartha pescatarianslut dekho ji radha rani toh brij ki aajkal hema ji hai aapko toh meera bankar gali ga,1
log biwi ke liya maa ko bula dete hai uske jazbaat ko suli par chadha dete hai bhudhe maa baap ke jo kaam nahi aoge,0
akhileshpsingh bjp india rssorg tum salo chamcho kabhi nhi sudhroge tum pappu mutra ka,0
modiledubega congressio ko tere baap ke khoon ka hisab dena hoga amethi congress ne sabse jyada julam kia ab,0
mamataofficial mamta didi joor joor se aur maan se pukaro jai shri ram jai shri ram sare paap dhul jate hai au,1
rockybolbia tweetsmak brumbyoz comradenambu meghakundu apna family stories twitter pe mat bol chutiye btw te,0
rt bae baby love moon back moon ye kanjar khana,0
iamsrk ye takke ke insan srbachchan ki film ka remake karne ki koi zaroorat nahi pehle main bahut excited,0
madhavsheth aap ne bhut sare apne realme fan kho diye sir mene apna data khoya tha lekin wapas paa liya thanks,1
milne archie happy birthday archie hope,1
technicalguruji youtubeindia ek video one plus pro full review ke,1
swear person fav walla nothing without life really grateful sist,1
dedepyaarde soo funny comedy strong emotional movie wait de de pyaar de supbbb performance,1
naveen odisha namaskar sir big fan respect grown way managed,1
bai media media sai,1
matlab ke main heraan hoon aise logon pe ke zindagi main karne ko koi kaam nahi reh gaya ke logon ke qadd pe tabsra,0
eenadu english moefcc song fine aap roads highway banao aur trees kaato aur usko development ka naam,0
rt mss kaltum islam,1
moinshah sekcy ye saary mil hum ko pagal bana rahe hain,0
mamataofficial chamdi udhed dungi ye cm bolna sobha nahi deta ye desh tumhare baap ka nahi hai jo itna uchal rahi,0
therealpcb sab ko bating dena koi pak se sikho world cup jita k dekhao phir j k k bare,0
navedelmisterio joo se cae la baba de escucharle en el buen sentido jajajaja como,0
bigger wave modi sharkar barr barr thank modi ji way usa boston would li,1
gulbukhari andhi ho gaye ho underrated bar,0
narendramodi aaj ka din yaad gar h aap dubara pardhanmantri bndhe ho aapko dil se badhayi deta hun modi ji apki,1
rt ajitpra akron palakshahjourno businessline porinju yeh paid tattu hi aisi baatein kar saktein hain,0
putangina bus driver kasohan nga walay sala piste nga batas tanawa ra gud og tarong oy kung naa bay sala ang bus,0
jigneshmevani gulpanag reallyswara prakashraaj chutiya tera time kabhi nahi aanewala aur apni chamchi ko,0
anasarcasm sanskaari owesi jaise logo ke audio video se hi radical ho raha hindu agar aaj ye halat,0
rt guneezzz ted talk today hope empowers hugs reminds grit watch,1
jai shree ram se dubara aane ke liye bjp p modi ji amit sah ji ke seth pure desh washiyo ko dil se bahut bahut,1
pankhuripathak koi nahi karega dhrna pardarsan agar koi leader pit jata ya mar jata hum karya karta es kaam ko,1
mauritius pm wife kobita pm modi oath ceremony delhi jai hind jai mauritius eah dosti hamesa ban,1
peaceforchange surprise day shocking days tum logon manaya tha mahine tak journalist ko ban karke airstr,0
rt juniorgippy igippygrewal end galbat ustaaji bahot sohni eh photo ji tuhadi love u ustaaji igippygrewal,1
rt iamrayyan har larky ki khuahish eid per bas haircut perfect hona chahiye,1
rt selvaraghavan much fun playing bgm ngk ngkbgm suriya offl thisisysr prabhu sr,1
amenable wolf aik tweets hi level ki hen ye zaror,0
aajtak anjanaomkashyap fir vhi baklol panti chalu congress ka pravakta nhi mila karam jale hindu muslim ki,0
pmoindia respected pm many many congratulations sir desh ki trakki ke liye mera ek sujhaav hamaare desh shaaml,1
paksarfrazbugti tm kise angle se b respected family se nahi lagtay ho agr hotay izzatdar logon ki izzat kartay,0
nice song bekhayali mein bhi tera hi khayaal aaye kyun bichhadna hai zaroori ye sawaal aaye,1
chotay chor hi kal ko daku bantay hin zartajgul reprimanded yeh kal ko nawaz zardari na banay,1
tajinderbagga whenever modiji takes retirement want yogi pm amit shah great strategist,1
sabka saath sabka vikas sabka viswas jasooskutty,1
zeenewshindi inki aishi ki taishi maro sale khudh ke bacche nahi hai kya inko saloko juto se p,0
hayeeeeee janiii thank yrrrr making birthday speciall allah blessed,1
beastboyshub jarur karegi bhai thodina ek hi game khelate ragenge duniya ek game se bhi badhake hai,1
waglenikhil tejasvi surya paagle askhole rant shit day one cares u r frustrated,0
rt hassan jazil sary dosto ko class se bahar nikal dyna punishment,1
sherryontopp sidhu sir stay strong every punjabi love,1
narendramodi mere aur mere pariwar ki taraf se aap ko aur bjp pariwar k sabhi sadashyo bahut bahut hardik subhkam,1
propakistanipro sabinek dekho bc koi sharam nahi h allah ke nam pe beekh dushman mulk se,0
anwarlodhi muradsaeedpti mashallah je zaror hum sub ik hai love pakhtoon love pak army sun lo dhush,1
narendramodi congratulations sir congo us elect imandaar chowkidar love u dear pm god,1
chaurasiya ajay rssurjewala bjp aur modi ko desh chalana nai aata uska kya ek anpadh vyakti se kya apeksha ki ja,0
bahujan india shals ab agar kisi ki cardiac arrest se death bhi ho jaaye toh yehi bolenge yeh chutiye ki welc,0
hramblings uska record check karo director ahmedabad cooperative banks,0
postal vote bjp ke aur government employees ko bjp se bhut ummide h,1
phenomenal advertisement best league world genuinely worst final ever seen,0
bhak sala every child go school till th free education government ensure providing,1
rt aayatkh jee tareef bhee kardiya karai dil khol kar aayatkh future doc says pakistan sub,1
rt satinder insan pitaji gurmeetramrahim bless mothers sukhpreetkinsan manjeet happymothersday,1
deepolice modiledubega ek bade officer apne ek constable ke khade hokar encourage karna bade dil ko darshata hai,1
rt immpriya shwetaraina imraina priyankacraina thank babes even know much wish means,1
narendramodi sir atalji always us aapko bahut bahut subhkamnaaye prabhu aapko aur jyada shakti pradan,1
ashutosh b bhai aaj tak tune kishi bhi scam par avaj nahi uthai par modi ji k kam kale gungan par avaj uthata hai,0
savita aap savita ji fake videos ki bajah se apni insult social media pr karate hue sharam nahi aati aapkoya,0
milksojatpal sambit patrag payal rohatgi ompraka bilkul sahi inse accha toh crore kutte paal l,0
ume fiyazchohanpti waila kutti,0
kunalkamra tu tension mt le bhosdike tjhe bhi jldi arrest kiya jayega aur custody liya jayega bc ye tere bawa,0
dineshyadav rubikaliyaquat mlkhattar sale dogle yadav kyu tera bap maulana yadavakhilesh ke lag gaye,0
rt sharayuddin life choices mistakes,0
bharat ke bhartiya drishtikon par adharit rashtvadi p modi ji ki hardik badhai,1
kapilsibal topic ye modi ne hamara jhut ki dukan aur political,0
rubz abu fact ur pretty eys,1
punchuate mefurry lol although great difficulty,0
ndtv yah sala infuture mai kabhi bhi pass nahi ho payega mai pappu ko yahi ray doga ki tu bjp mai peon ki post,0
chitrol splst hestia chal tu apna dna karwa k apna sabit kr day k tu aik hi baap ki aulad hai aur apni maa ko,0
rt souljaian personal perception end day know anyway world mine,1
free thinker abhisar sharma free thinker ye andh namazi ki kartut tum advertisement kr rahe ho andh namazi log,0
rt himansh hoty kha se ati h itni pavitr ldkiya jine bc nahi pta mr villen oolikhnewali rashi,0
ashutosh b bjp india aamaadmiparty incindia shahid siddiqui yadavtejashwi jhasanjay sale chutia tere jaise,0
rt shaguns p ki bachhe dekhi nhi de rhe ap sbko hm ketne presn h koi sunta nhi,1
congratulations hounarble prime minister shri narendar damoder dass modi ji hum sabi bharat wasi yahi kaman,1
reallyswara good found know,0
hoped today tell pictures tried race unfit track got pun,1
therealpcb imrankhanpti sarfaraza ke goli maardo ya isko captaincy pr se hatao team na naas kr,0
rt nimrahere maira han exactly thinking right ke jo bhi kaam achi neeyat dil se karein sab,1
rt naashenaass first time making halwa sawanak guys proud bibi jan,1
good night pooja maim ji kaise hai ap nameskar karna bhi bhul gayi ho parti badal diya kya apne apni jay hind jay,1
narendramodi hamare aadarniya pm narendra modi ji ko doobara pm banane par dher sari subhkamnaye aasha karta hu,1
kya chutiyapa chala ke rakha hai bc ek din hua nahi ki faltu ki bakwaas chalu hogayi coretards ki bina kuch samjh,0
sherryontopp thoko thoko ab teri hi thuk gayi kahi ka nahi raha ab tu chale jaaa pakistan warna,0
shahidpeer jkpdp mehboobamufti happy birthday mam janm dhin mubarak ho appka birthday gift hamaray si,1
moh kha mr syedzeeshan duaa hai k aisa ho youth ka haal boht bura hai ache hain lakin boht kum stay strong,1
aur ye kahte hain ki muslims apni auraton ko aage badhne nahi dete unhe padhne se rokte hain,0
kush supposed best mate yea already,0
vijayrupanibjp narendramodi modiji ko hardik subhkamnaye bharat ka bhavishya unke chhatra chhaya main ujjwal hai,1
theahmedshariff mukul roy ke time bhi yahi laga tha par forget politics choosing best vice,1
sambit patrag anjanaomkashyap sambitji ye secular nahi muslim ki party h inko muslim k vote chaiye durgati ho ga,0
